מס.סידורי,טרנזקציה,תאריך העסקה,שם המוצר,חובה,זכות,חשבון בחובה,חשבון בזכות,גיליון,קישור טרנזקציה
176,3791484,2025-11-01,Credit card,100.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791484
177,3791484,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791484
178,3791484,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791484
179,3791489,2025-11-01,Credit card,50.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791489
180,3791489,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791489
181,3791492,2025-11-01,Credit card,50.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791492
182,3791492,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791492
183,3791494,2025-11-01,Credit card,50.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791494
184,3791494,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791494
185,3791497,2025-11-01,Credit card,50.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791497
186,3791497,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791497
187,3791501,2025-11-01,Credit card,120.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791501
188,3791501,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791501
189,3791501,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791501
190,3791505,2025-11-01,Credit card,60.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791505
191,3791505,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791505
192,3791506,2025-11-01,Credit card,100.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791506
193,3791506,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791506
194,3791506,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791506
195,3791510,2025-11-01,Credit card,50.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791510
196,3791510,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791510
197,3791516,2025-11-01,Credit card,250.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791516
198,3791516,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791516
199,3791516,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791516
200,3791516,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791516
201,3791516,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791516
202,3791516,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791516
203,3791518,2025-11-01,Credit card,120.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791518
204,3791518,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791518
205,3791518,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791518
206,3791524,2025-11-01,Credit card,268.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791524
207,3791524,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,134.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791524
208,3791524,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,134.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791524
209,3791528,2025-11-01,Credit card,50.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791528
210,3791528,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791528
211,3791536,2025-11-01,Credit card,150.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791536
212,3791536,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791536
213,3791536,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791536
214,3791536,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791536
215,3791547,2025-11-01,Credit card,50.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791547
216,3791547,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791547
217,3791549,2025-11-01,Credit card,120.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791549
218,3791549,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791549
219,3791549,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791549
220,3791571,2025-11-01,Credit card,100.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791571
221,3791571,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791571
222,3791571,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791571
223,3791579,2025-11-01,Credit card,240.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791579
224,3791579,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791579
225,3791579,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791579
226,3791579,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791579
227,3791579,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791579
228,3791587,2025-11-01,Credit card,60.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791587
229,3791587,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791587
230,3791590,2025-11-01,Credit card,100.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791590
231,3791590,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791590
232,3791590,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791590
233,3791593,2025-11-01,Credit card,180.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791593
234,3791593,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791593
235,3791593,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791593
236,3791593,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791593
237,3791598,2025-11-01,Credit card,376.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791598
238,3791598,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,94.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791598
239,3791598,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,94.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791598
240,3791598,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,94.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791598
241,3791598,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,94.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791598
242,3791601,2025-11-01,Credit card,180.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791601
243,3791601,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791601
244,3791601,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791601
245,3791601,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791601
246,3791602,2025-11-01,Credit card,120.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791602
247,3791602,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791602
248,3791602,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791602
249,3791603,2025-11-01,Credit card,120.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791603
250,3791603,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791603
251,3791603,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791603
252,3791606,2025-11-01,Credit card,282.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791606
253,3791606,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,94.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791606
254,3791606,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,94.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791606
255,3791606,2025-11-01,גמר גביע ווינר: הפועל תל אביב,,94.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791606
256,3791608,2025-11-02,Credit card,120.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791608
257,3791608,2025-11-02,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791608
258,3791608,2025-11-02,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791608
259,3791610,2025-11-02,Credit card,300.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791610
260,3791610,2025-11-02,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791610
261,3791610,2025-11-02,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791610
262,3791610,2025-11-02,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791610
263,3791610,2025-11-02,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791610
264,3791610,2025-11-02,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791610
265,3791612,2025-11-02,Credit card,296.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791612
266,3791612,2025-11-02,גמר גביע ווינר: הפועל תל אביב,,74.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791612
267,3791612,2025-11-02,גמר גביע ווינר: הפועל תל אביב,,74.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791612
268,3791612,2025-11-02,גמר גביע ווינר: הפועל תל אביב,,74.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791612
269,3791612,2025-11-02,גמר גביע ווינר: הפועל תל אביב,,74.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791612
270,3791643,2025-11-02,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791643
271,3791643,2025-11-02,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791643
272,3791710,2025-11-02,Credit card,222.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791710
273,3791710,2025-11-02,גמר גביע ווינר: הפועל תל אביב,,74.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791710
274,3791710,2025-11-02,גמר גביע ווינר: הפועל תל אביב,,74.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791710
275,3791710,2025-11-02,גמר גביע ווינר: הפועל תל אביב,,74.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791710
276,3791711,2025-11-02,Credit card,360.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3791711
