"Installment Ticket Id","InstallmentTransactionId","InstallmentDate","InstallmentValueDate","InstallmentProducts","InstallmentPaymentPrice","InstallmentProductPrice","InstallmentPaymentExtRef","InstallmentProductExtRef","Installments"
"","3805467","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3523920","3805467","20/11/2025","","Round 9: Umana Reyer Venice 🏠","","0","","4242",""
"","3805468","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3523921","3805468","20/11/2025","","Round 9: Umana Reyer Venice 🏠","","0","","4242",""
"","3805470","20/11/2025","20/11/2025","Credit card","228","","70100","","1"
"927175","3805470","20/11/2025","","מנוי יורוקאפ 25/26","","228","","4240",""
"","3805471","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524096","3805471","20/11/2025","","Round 9: Umana Reyer Venice 🏠","","0","","4242",""
"","3805473","20/11/2025","20/11/2025","Cash","0","","70001","",""
"3524104","3805473","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524105","3805473","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524102","3805473","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524097","3805473","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524106","3805473","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524100","3805473","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524098","3805473","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524103","3805473","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524099","3805473","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524101","3805473","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805476","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524109","3805476","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524110","3805476","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524111","3805476","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805480","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524117","3805480","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524118","3805480","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524116","3805480","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805481","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524121","3805481","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524122","3805481","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524120","3805481","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524123","3805481","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805482","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524126","3805482","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524125","3805482","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524124","3805482","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524127","3805482","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805487","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524154","3805487","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524153","3805487","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524155","3805487","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805489","20/11/2025","20/11/2025","Cash","0","","70001","",""
"3524267","3805489","20/11/2025","","חנייה מכבי עירוני רמת גן🚗 ","","0","","",""
"3524266","3805489","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524265","3805489","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805490","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524160","3805490","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524159","3805490","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524158","3805490","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805495","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524156","3805495","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524162","3805495","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524161","3805495","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524164","3805495","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524157","3805495","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524163","3805495","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805501","20/11/2025","20/11/2025","Credit card","250","","70100","",""
"927186","3805501","20/11/2025","","מנוי יורוקאפ 25/26","","250","","4240",""
"","3805503","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524166","3805503","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524165","3805503","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524168","3805503","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524167","3805503","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805505","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524169","3805505","20/11/2025","","Round 9: Umana Reyer Venice 🏠","","0","","4242",""
"","3805509","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524175","3805509","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"247807","3805509","20/11/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3805510","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524176","3805510","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"247808","3805510","20/11/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3805511","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524190","3805511","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524191","3805511","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805512","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524177","3805512","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"247809","3805512","20/11/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3805513","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524189","3805513","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805514","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524180","3805514","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524179","3805514","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805515","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524178","3805515","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805519","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524187","3805519","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524186","3805519","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524188","3805519","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805522","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524206","3805522","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524207","3805522","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805525","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524197","3805525","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524196","3805525","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805526","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524212","3805526","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524213","3805526","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524214","3805526","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805527","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524195","3805527","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524194","3805527","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805529","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524203","3805529","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524201","3805529","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524202","3805529","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524204","3805529","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805530","20/11/2025","20/11/2025","Credit card","150","","70100","",""
"3524216","3805530","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","150","","4242",""
"","3805533","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524217","3805533","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805534","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524218","3805534","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524219","3805534","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805535","20/11/2025","20/11/2025","Credit card","360","","70100","",""
"3524234","3805535","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","20","","4242",""
"3524228","3805535","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","20","","4242",""
"3524238","3805535","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","20","","4242",""
"3524230","3805535","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","20","","4242",""
"3524233","3805535","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","20","","4242",""
"3524237","3805535","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","20","","4242",""
"3524224","3805535","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","20","","4242",""
"3524225","3805535","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","20","","4242",""
"3524227","3805535","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","20","","4242",""
"3524229","3805535","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","20","","4242",""
"3524226","3805535","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","20","","4242",""
"3524223","3805535","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","20","","4242",""
"3524236","3805535","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","20","","4242",""
"3524231","3805535","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","20","","4242",""
"3524232","3805535","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","20","","4242",""
"3524222","3805535","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","20","","4242",""
"3524235","3805535","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","20","","4242",""
"3524239","3805535","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","20","","4242",""
"","3805536","20/11/2025","20/11/2025","Credit card","220","","70100","",""
"927188","3805536","20/11/2025","","מנוי יורוקאפ 25/26","","220","","4240",""
"","3805537","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524242","3805537","20/11/2025","","Round 9: Umana Reyer Venice 🏠","","0","","4242",""
"","3805539","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524250","3805539","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805541","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524253","3805541","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524255","3805541","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524254","3805541","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805542","20/11/2025","20/11/2025","CustomPayment","960","","79991","",""
"927189","3805542","20/11/2025","","מנוי יורוקאפ 25/26","","320","","4240",""
"927191","3805542","20/11/2025","","מנוי יורוקאפ 25/26","","320","","4240",""
"927190","3805542","20/11/2025","","מנוי יורוקאפ 25/26","","320","","4240",""
"","3805545","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524261","3805545","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524259","3805545","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524260","3805545","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805547","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524264","3805547","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805548","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524268","3805548","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524269","3805548","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805549","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524276","3805549","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524278","3805549","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524277","3805549","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805550","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524273","3805550","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524274","3805550","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524270","3805550","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524271","3805550","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524272","3805550","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805551","20/11/2025","20/11/2025","Credit card","300","","70100","",""
"3524279","3805551","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","60","","4242",""
"3524280","3805551","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","60","","4242",""
"3524281","3805551","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","90","","4242",""
"3524282","3805551","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","90","","4242",""
"","3805555","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524288","3805555","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524287","3805555","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805556","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524289","3805556","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524290","3805556","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805558","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524291","3805558","20/11/2025","","Round 9: Umana Reyer Venice 🏠","","0","","4242",""
"","3805559","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524292","3805559","20/11/2025","","Round 9: Umana Reyer Venice 🏠","","0","","4242",""
"","3805560","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524293","3805560","20/11/2025","","Round 9: Umana Reyer Venice 🏠","","0","","4242",""
"","3805562","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524294","3805562","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"247810","3805562","20/11/2025","","מנוי משולב לעונת 25/26","","0","","4240",""
"","3805563","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524295","3805563","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"247811","3805563","20/11/2025","","מנוי משולב לעונת 25/26","","0","","4240",""
"","3805564","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524296","3805564","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"247812","3805564","20/11/2025","","מנוי משולב לעונת 25/26","","0","","4240",""
"","3805565","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"247813","3805565","20/11/2025","","מנוי משולב לעונת 25/26","","0","","4240",""
"","3805566","20/11/2025","20/11/2025","Cash","0","","70001","",""
"3524297","3805566","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805568","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524298","3805568","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524301","3805568","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524299","3805568","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524300","3805568","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524302","3805568","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805569","20/11/2025","20/11/2025","Credit card","512","","70100","",""
"927196","3805569","20/11/2025","","מנוי יורוקאפ 25/26","","256","","4240",""
"927195","3805569","20/11/2025","","מנוי יורוקאפ 25/26","","256","","4240",""
"","3805570","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524315","3805570","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524316","3805570","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805571","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524303","3805571","20/11/2025","","Round 9: Umana Reyer Venice 🏠","","0","","4242",""
"","3805572","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524304","3805572","20/11/2025","","Round 9: Umana Reyer Venice 🏠","","0","","4242",""
"","3805573","20/11/2025","20/11/2025","Cash","0","","70001","",""
"3524306","3805573","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524311","3805573","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524309","3805573","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524307","3805573","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524310","3805573","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524305","3805573","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524312","3805573","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524313","3805573","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524308","3805573","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805574","20/11/2025","20/11/2025","Credit card","780","","70100","",""
"927198","3805574","20/11/2025","","מנוי יורוקאפ 25/26","","140","","4240",""
"927197","3805574","20/11/2025","","מנוי יורוקאפ 25/26","","285","","4240",""
"927200","3805574","20/11/2025","","מנוי יורוקאפ 25/26","","215","","4240",""
"927199","3805574","20/11/2025","","מנוי יורוקאפ 25/26","","140","","4240",""
"","3805576","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524317","3805576","20/11/2025","","Round 9: Umana Reyer Venice 🏠","","0","","4242",""
"","3805577","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524318","3805577","20/11/2025","","Round 9: Umana Reyer Venice 🏠","","0","","4242",""
"","3805578","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524319","3805578","20/11/2025","","Round 9: Umana Reyer Venice 🏠","","0","","4242",""
"","3805579","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524320","3805579","20/11/2025","","Round 9: Umana Reyer Venice 🏠","","0","","4242",""
"","3805583","20/11/2025","20/11/2025","Credit card","440","","70100","",""
"927203","3805583","20/11/2025","","מנוי יורוקאפ 25/26","","220","","4240",""
"927202","3805583","20/11/2025","","מנוי יורוקאפ 25/26","","220","","4240",""
"","3805587","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524337","3805587","20/11/2025","","Round 9: Umana Reyer Venice 🏠","","0","","4242",""
"","3805588","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524338","3805588","20/11/2025","","Round 9: Umana Reyer Venice 🏠","","0","","4242",""
"","3805593","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524348","3805593","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524347","3805593","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524346","3805593","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805598","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524352","3805598","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"247814","3805598","20/11/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3805600","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524357","3805600","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524354","3805600","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524353","3805600","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524355","3805600","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524356","3805600","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805601","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524358","3805601","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"247815","3805601","20/11/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3805607","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524359","3805607","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524360","3805607","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524361","3805607","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805610","20/11/2025","20/11/2025","Cash","0","","70001","",""
"3524362","3805610","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"3524363","3805610","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805612","20/11/2025","20/11/2025","Credit card","808","","70100","",""
"927226","3805612","20/11/2025","","מנוי יורוקאפ 25/26","","228","","4240",""
"927225","3805612","20/11/2025","","מנוי יורוקאפ 25/26","","228","","4240",""
"927227","3805612","20/11/2025","","מנוי יורוקאפ 25/26","","176","","4240",""
"927228","3805612","20/11/2025","","מנוי יורוקאפ 25/26","","176","","4240",""
"","3805621","20/11/2025","20/11/2025","Credit card","950","","70100","",""
"927219","3805621","20/11/2025","","מנוי יורוקאפ 25/26","","250","","4240",""
"927222","3805621","20/11/2025","","מנוי יורוקאפ 25/26","","250","","4240",""
"927221","3805621","20/11/2025","","מנוי יורוקאפ 25/26","","250","","4240",""
"927220","3805621","20/11/2025","","מנוי יורוקאפ 25/26","","200","","4240",""
"","3805623","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524370","3805623","20/11/2025","","Round 9: Umana Reyer Venice 🏠","","0","","4242",""
"","3805624","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524371","3805624","20/11/2025","","Round 9: Umana Reyer Venice 🏠","","0","","4242",""
"","3805625","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524372","3805625","20/11/2025","","Round 9: Umana Reyer Venice 🏠","","0","","4242",""
"","3805626","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524373","3805626","20/11/2025","","Round 9: Umana Reyer Venice 🏠","","0","","4242",""
"","3805627","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524375","3805627","20/11/2025","","ליגת ווינר סל מחזור 7: מכבי רמת גן🏠","","0","","4242",""
"","3805629","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524383","3805629","20/11/2025","","Round 9: Umana Reyer Venice 🏠","","0","","4242",""
"","3805630","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524384","3805630","20/11/2025","","Round 9: Umana Reyer Venice 🏠","","0","","4242",""
"","3805631","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524385","3805631","20/11/2025","","Round 9: Umana Reyer Venice 🏠","","0","","4242",""
"","3805632","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
"3524386","3805632","20/11/2025","","Round 9: Umana Reyer Venice 🏠","","0","","4242",""
"","3805638","20/11/2025","20/11/2025","Other Payment","0","","Other","",""
